component,path,type,severity,line,details,suggestion
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"SpeedDialAction","components/speed-dial/SpeedDialAction.tsx","hardcoded_opacity","medium",76,"background-color: ${props => (props.$glass ? 'var(--glass-bg-default)' : 'rgba(36, 36, 36, 0.85)')};","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDialAction","components/speed-dial/SpeedDialAction.tsx","hardcoded_opacity","medium",120,"background-color: ${props.$glass ? 'var(--glass-bg-hover)' : 'rgba(48, 48, 48, 0.85)'};","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDialAction","components/speed-dial/SpeedDialAction.tsx","hardcoded_radius","low",143,"border-radius: 4px;","Use --glass-radius-* CSS variables or AURA_GLASS.radii"
"SpeedDialAction","components/speed-dial/SpeedDialAction.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"SpeedDialIcon","components/speed-dial/SpeedDialIcon.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassConnectionStatus","components/status/GlassConnectionStatus.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassConnectionStatus","components/status/GlassConnectionStatus.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"DimensionalGlass","components/surfaces/DimensionalGlass.tsx","hardcoded_opacity","medium",40,"backgroundColor = 'rgba(255, 255, 255, 0.1)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"DimensionalGlass","components/surfaces/DimensionalGlass.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"DimensionalGlass","components/surfaces/DimensionalGlass.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"FrostedGlass","components/surfaces/FrostedGlass.tsx","hardcoded_opacity","medium",37,"frostColor = 'rgba(255, 255, 255, 0.8)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"FrostedGlass","components/surfaces/FrostedGlass.tsx","hardcoded_opacity","medium",176,"'primary': 'drop-shadow-[0_0_18px_rgba(59,130,246,0.28)]',","Use --glass-opacity-* CSS variables or token-based rgba values"
"FrostedGlass","components/surfaces/FrostedGlass.tsx","hardcoded_opacity","medium",177,"'success': 'drop-shadow-[0_0_18px_rgba(16,185,129,0.28)]',","Use --glass-opacity-* CSS variables or token-based rgba values"
"FrostedGlass","components/surfaces/FrostedGlass.tsx","hardcoded_opacity","medium",178,"'warning': 'drop-shadow-[0_0_18px_rgba(245,158,11,0.28)]',","Use --glass-opacity-* CSS variables or token-based rgba values"
"FrostedGlass","components/surfaces/FrostedGlass.tsx","hardcoded_opacity","medium",179,"'danger': 'drop-shadow-[0_0_18px_rgba(239,68,68,0.28)]',","Use --glass-opacity-* CSS variables or token-based rgba values"
"FrostedGlass","components/surfaces/FrostedGlass.tsx","hardcoded_opacity","medium",180,"'info': 'drop-shadow-[0_0_18px_rgba(14,165,233,0.28)]',","Use --glass-opacity-* CSS variables or token-based rgba values"
"FrostedGlass","components/surfaces/FrostedGlass.tsx","hardcoded_opacity","medium",232,"radial-gradient(${intensity * 70 + 40}% ${intensity * 35 + 40}% at 50% -10%, rgba(255,255,255, ${Math.min(0.25, 0.10 + intensity * 0.22)}) 0%, rgba(255,255,255,0.0) 60%),","Use --glass-opacity-* CSS variables or token-based rgba values"
"FrostedGlass","components/surfaces/FrostedGlass.tsx","hardcoded_opacity","medium",233,"linear-gradient(${lightAngle}deg, rgba(255,255,255,0.12), rgba(255,255,255,0.00) 35%)","Use --glass-opacity-* CSS variables or token-based rgba values"
"FrostedGlass","components/surfaces/FrostedGlass.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","hardcoded_opacity","medium",56,"shadow: '0 4px 20px rgba(0, 0, 0, 0.1)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","hardcoded_opacity","medium",65,"shadow: '0 6px 25px rgba(0, 0, 0, 0.15)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","hardcoded_opacity","medium",74,"shadow: '0 8px 30px rgba(0, 0, 0, 0.2)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","hardcoded_opacity","medium",83,"shadow: '0 10px 35px rgba(0, 0, 0, 0.25)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","hardcoded_opacity","medium",92,"shadow: '0 12px 40px rgba(0, 0, 0, 0.3)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","hardcoded_opacity","medium",101,"shadow: '0 16px 50px rgba(0, 0, 0, 0.4)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","hardcoded_opacity","medium",110,"shadow: '0 20px 60px rgba(0, 0, 0, 0.5)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","hardcoded_opacity","medium",138,"boxShadow: `0 ${20 + hoverLift}px ${60 + hoverLift}px rgba(0, 0, 0, 0.4)`,","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassDepthLayer","components/surfaces/GlassDepthLayer.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"HeatGlass","components/surfaces/HeatGlass.tsx","hardcoded_opacity","medium",55,"heatColor = 'rgba(255, 100, 50, 0.7)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"HeatGlass","components/surfaces/HeatGlass.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"HeatGlass","components/surfaces/HeatGlass.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"PageGlassContainer","components/surfaces/PageGlassContainer.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"PageGlassContainer","components/surfaces/PageGlassContainer.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"WidgetGlass","components/surfaces/WidgetGlass.tsx","hardcoded_opacity","medium",199,"boxShadow: '0 0 0 2px rgba(99, 102, 241, 0.2)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"WidgetGlass","components/surfaces/WidgetGlass.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"WidgetGlass","components/surfaces/WidgetGlass.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassDashboard","components/templates/dashboard/GlassDashboard.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassDashboard","components/templates/dashboard/GlassDashboard.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"ChartWidget","components/templates/dashboard/widgets/ChartWidget.tsx","hardcoded_opacity","medium",196,"stroke=""rgba(255,255,255,0.18)""","Use --glass-opacity-* CSS variables or token-based rgba values"
"ChartWidget","components/templates/dashboard/widgets/ChartWidget.tsx","hardcoded_color","medium",207,"stroke={colors?.[0] || '#3B82F6'}","Use COLORS.* constants or CSS custom properties"
"ChartWidget","components/templates/dashboard/widgets/ChartWidget.tsx","hardcoded_color","medium",223,"fill={colors?.[0] || '#3B82F6'}","Use COLORS.* constants or CSS custom properties"
"ChartWidget","components/templates/dashboard/widgets/ChartWidget.tsx","hardcoded_color","medium",318,"stroke={colors?.[0] || '#3B82F6'}","Use COLORS.* constants or CSS custom properties"
"ChartWidget","components/templates/dashboard/widgets/ChartWidget.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"ChartWidget","components/templates/dashboard/widgets/ChartWidget.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"MetricWidget","components/templates/dashboard/widgets/MetricWidget.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"MetricWidget","components/templates/dashboard/widgets/MetricWidget.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"TableWidget","components/templates/dashboard/widgets/TableWidget.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"TableWidget","components/templates/dashboard/widgets/TableWidget.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassDetailView","components/templates/detail/GlassDetailView.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassDetailView","components/templates/detail/GlassDetailView.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"FormValidationUtils","components/templates/forms/FormValidationUtils.ts","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFormTemplate","components/templates/forms/GlassFormTemplate.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassFormTemplate","components/templates/forms/GlassFormTemplate.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassFormTemplate","components/templates/forms/GlassFormTemplate.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFormWizardSteps","components/templates/forms/GlassFormWizardSteps.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassFormWizardSteps","components/templates/forms/GlassFormWizardSteps.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassFormWizardSteps","components/templates/forms/GlassFormWizardSteps.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassWizardTemplate","components/templates/forms/GlassWizardTemplate.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassWizardTemplate","components/templates/forms/GlassWizardTemplate.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassWizardTemplate","components/templates/forms/GlassWizardTemplate.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
